anno,Provincia,comune,Abitato,localizzazione,strada,tipologia,feriti,morti
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,2,0
2020,Taranto,Taranto,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente a veicolo isolato,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Ginosa,Fuori Abitato,Strada Provinciale,Curva,Incidente tra veicoli,1,0
2020,Taranto,Ginosa,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,4,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Massafra,Fuori Abitato,Strada Provinciale,Curva,Incidente a veicolo isolato,1,0
2020,Taranto,Massafra,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Taranto,Castellaneta,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Palagiano,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Castellaneta,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rotatoria,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Curva,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Castellaneta,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Lizzano,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Lizzano,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Massafra,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,San Marzano di San Giuseppe,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Sava,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,3,0
2020,Taranto,Taranto,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Taranto,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Mottola,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Ginosa,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Taranto,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,Taranto,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,Mottola,Fuori Abitato,Autostrada,Rettilineo,Incidente tra veicoli,5,0
2020,Taranto,Massafra,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Sava,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,6,0
2020,Taranto,Ginosa,Fuori Abitato,Strada Statale,Curva,Incidente a veicolo isolato,1,0
2020,Taranto,Lizzano,Nell'Abitato,Strada Provinciale,Rettilineo,Investimento di pedone,1,0
2020,Taranto,Massafra,Fuori Abitato,Strada Provinciale,Curva,Incidente a veicolo isolato,1,0
2020,Taranto,Massafra,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Manduria,Fuori Abitato,Strada comunale extraurbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Castellaneta,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,3,0
2020,Taranto,Fragagnano,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,2,0
2020,Taranto,Palagiano,Fuori Abitato,Strada Statale,Rettilineo,Investimento di pedone,3,0
2020,Taranto,Crispiano,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,Massafra,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,4,0
2020,Taranto,Torricella,Nell'Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Palagiano,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,Grottaglie,Fuori Abitato,Strada Provinciale,Curva,Incidente tra veicoli,2,0
2020,Taranto,Martina Franca,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Palagianello,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Ginosa,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,1
2020,Taranto,Sava,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Castellaneta,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,5,0
2020,Taranto,Massafra,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Leporano,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,4,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Palagiano,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Avetrana,Fuori Abitato,Strada Provinciale,Curva,Incidente tra veicoli,6,0
2020,Taranto,Avetrana,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Fragagnano,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Massafra,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,4,1
2020,Taranto,Martina Franca,Fuori Abitato,Strada Statale,Passaggio a livello,Incidente a veicolo isolato,1,0
2020,Taranto,Laterza,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Grottaglie,Fuori Abitato,Strada Provinciale,Rotatoria,Incidente a veicolo isolato,2,0
2020,Taranto,Martina Franca,Nell'Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Grottaglie,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Grottaglie,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Ginosa,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Martina Franca,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Taranto,Martina Franca,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,2
2020,Taranto,Martina Franca,Fuori Abitato,Strada comunale extraurbana,Curva,Incidente a veicolo isolato,1,0
2020,Taranto,Grottaglie,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Laterza,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Martina Franca,Fuori Abitato,Strada comunale extraurbana,Curva,Incidente tra veicoli,1,0
2020,Taranto,Statte,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Leporano,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Grottaglie,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Ginosa,Fuori Abitato,Strada comunale extraurbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Pulsano,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Castellaneta,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,5,0
2020,Taranto,Manduria,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rotatoria,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rotatoria,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Lizzano,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,3,0
2020,Taranto,Sava,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Massafra,Nell'Abitato,Strada Urbana,Rotatoria,Investimento di pedone,1,0
2020,Taranto,San Marzano di San Giuseppe,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Lizzano,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Curva,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,4,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Taranto,Taranto,Nell'Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Taranto,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Massafra,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Castellaneta,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,San Marzano di San Giuseppe,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,San Marzano di San Giuseppe,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Lizzano,Nell'Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,4,0
2020,Taranto,Lizzano,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Massafra,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,San Giorgio Ionico,Fuori Abitato,Strada comunale extraurbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Mottola,Fuori Abitato,Strada Statale,Curva,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Fuori Abitato,Strada Statale,Curva,Incidente a veicolo isolato,3,0
2020,Taranto,Statte,Fuori Abitato,Strada Statale,Rotatoria,Incidente a veicolo isolato,6,0
2020,Taranto,Taranto,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,San Marzano di San Giuseppe,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Statte,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Palagiano,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Palagiano,Fuori Abitato,Strada comunale extraurbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,2,0
2020,Taranto,Ginosa,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Taranto,Maruggio,Nell'Abitato,Strada Urbana,Incrocio,Incidente a veicolo isolato,1,0
2020,Taranto,Palagiano,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Castellaneta,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,3,0
2020,Taranto,Mottola,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,2,0
2020,Taranto,Sava,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Carosino,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Crispiano,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,Martina Franca,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Ginosa,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Ginosa,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,Lizzano,Nell'Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Statte,Fuori Abitato,Strada Provinciale,Curva,Incidente tra veicoli,2,0
2020,Taranto,Palagiano,Fuori Abitato,Strada Provinciale,Curva,Incidente tra veicoli,3,0
2020,Taranto,Lizzano,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,4,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Ginosa,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Castellaneta,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Martina Franca,Fuori Abitato,Strada Provinciale,Curva,Incidente a veicolo isolato,1,0
2020,Taranto,Martina Franca,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,Martina Franca,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Grottaglie,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Ginosa,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Leporano,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Palagiano,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Manduria,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,Manduria,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Manduria,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,3,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Taranto,Taranto,Fuori Abitato,Strada comunale extraurbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rotatoria,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Ginosa,Fuori Abitato,Strada Provinciale,Curva,Incidente a veicolo isolato,2,0
2020,Taranto,Martina Franca,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,5,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Palagiano,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Taranto,Taranto,Nell'Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,1,0
